100,9.36E-07
200,9.36E-07
300,9.36E-07
400,9.36E-07
500,9.36E-07
600,9.36E-07
700,9.36E-07
800,9.36E-07
900,9.36E-07
1000,9.36E-07
1055.3364,9.36E-07
1135.802616,9.36E-07
1222.404139,9.36E-07
1315.608766,9.36E-07
1415.919965,9.36E-07
1523.87959,9.32E-07
1640.070811,9.03E-07
1765.121262,8.66E-07
1899.706432,8.25E-07
2044.553316,7.82E-07
2200.444337,7.35E-07
2368.221579,6.85E-07
2548.791329,6.29E-07
2743.128977,5.70E-07
2952.284285,5.08E-07
3177.387054,4.71E-07
3419.65323,4.59E-07
3680.391471,4.45E-07
3961.010216,4.29E-07
4263.025294,4.13E-07
4588.06811,3.95E-07
4937.89446,3.71E-07
5314.394014,3.43E-07
5719.600523,3.12E-07
6155.702806,2.83E-07
6625.056572,2.68E-07
7130.197146,2.56E-07
7673.853165,2.43E-07
8258.961315,2.37E-07
8888.682196,2.32E-07
9566.417395,2.23E-07
10295.82786,2.10E-07
11080.85367,1.98E-07
11925.73532,1.85E-07
12835.03666,1.79E-07
13813.66948,1.77E-07
14866.9201,1.66E-07
16000.4779,1.58E-07
17220.46606,1.54E-07
18533.47464,1.43E-07
19946.59616,1.34E-07
21467.46394,1.25E-07
23104.29329,1.12E-07
24865.92594,1.09E-07
26761.87777,1.06E-07
28802.39021,9.74E-08
30998.48556,9.16E-08
33362.02655,8.56E-08
35666.72921,8.14E-08
38130.64445,7.27E-08
40628.84377,7.09E-08
43290.71721,6.47E-08
46591.50378,6.03E-08
50143.96537,5.97E-08
53877.2413,5.25E-08
58082.13457,5.00E-08
62510.72209,4.71E-08
67276.97604,4.50E-08
72406.64247,4.28E-08
77927.43049,4.09E-08
83869.16194,3.97E-08
90263.93249,3.78E-08
97146.28499,3.66E-08
104553.3961,3.58E-08
112525.2771,3.52E-08
121442.5349,3.34E-08
129737.5047,3.22E-08
140101.2397,3.02E-08
151393.3032,2.99E-08
162032.0923,2.94E-08
174872.6022,2.88E-08
188206.1105,2.80E-08
202556.2586,2.74E-08
217879.2423,2.74E-08
234622.4473,2.71E-08
252511.701,2.64E-08
271376.2226,2.53E-08
292486.2142,2.55E-08
315238.3237,2.48E-08
338788.9955,2.52E-08
360985.3798,2.65E-08
375998.6088,2.91E-08
391113.3553,2.82E-08
402376.1786,2.45E-08
433779.9559,2.44E-08
468155.5896,2.37E-08
499327.74,2.33E-08
540760.9484,2.28E-08
581992.3392,2.32E-08
626367.499,2.24E-08
666662.4874,2.21E-08
720695.8525,2.23E-08
775646.7367,2.19E-08
834787.4601,2.17E-08
898899.2623,2.11E-08
964459.5286,2.08E-08
1040666.938,2.17E-08
1120014.653,2.09E-08
1208868.257,2.00E-08
1297321.448,2.06E-08
1396238.294,2.05E-08
1502697.252,2.07E-08
1617273.383,2.00E-08
1740585.599,1.99E-08
1875386.767,1.97E-08
2018379.35,1.92E-08
2169857.566,1.86E-08
2332704.136,1.83E-08
2513362.44,1.81E-08
2704998.743,1.77E-08
2911246.735,1.74E-08
3133220.515,1.70E-08
3377321.384,1.63E-08
3629233.034,1.59E-08
3905951.103,1.53E-08
4215484.872,1.47E-08
4515003.115,1.41E-08
4869256.392,1.33E-08
5240522.5,1.27E-08
5642995.415,1.19E-08
6070136.872,1.16E-08
6532966.494,1.09E-08
7031085.478,1.02E-08
7567184.531,9.67E-09
8167508.483,9.20E-09
8726179.878,8.59E-09
9433441.606,8.00E-09
9852064.014,7.91E-09
